,County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,"Ethnicities.White Alone, not Hispanic or Latino",Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Population.2014 Population,Population.Population per Square Mile
1018,Clay,KY,13.5,21.1,6.2,9.0,63.6,0.2,0.2,4.3,2.0,0.0,0.9,94.4,92.6,21883,13542,37.7,21147,46.3
1019,Clinton,KY,18.2,22.8,5.6,7.0,67.7,0.2,0.2,0.6,2.8,0.5,1.3,97.2,95.1,27100,16795,24.4,10165,52.1
1020,Crittenden,KY,19.3,22.7,5.7,11.4,79.0,0.4,0.2,1.0,0.9,0.1,1.0,97.4,96.5,34261,21375,20.8,9224,25.9
1021,Cumberland,KY,20.7,21.4,5.6,13.9,73.0,0.1,0.2,2.8,1.1,0.0,1.4,95.5,94.5,31593,17697,23.6,6745,22.5
1022,Daviess,KY,16.0,24.3,6.6,18.8,88.0,0.1,0.9,5.0,2.8,0.1,1.9,91.9,89.5,46555,22963,15.2,98275,210.9
1023,Edmonson,KY,19.3,19.4,4.6,9.8,78.9,0.3,0.2,1.8,1.0,0.0,1.0,96.7,95.8,37646,19481,16.1,12013,40.2
1024,Elliott,KY,18.3,18.8,4.4,7.7,70.0,0.2,0.2,3.5,1.0,0.1,0.6,95.4,94.6,24246,14040,31.8,7672,33.5
1025,Estill,KY,17.1,21.9,5.4,8.3,72.7,0.3,0.1,0.3,0.9,0.0,0.7,98.6,97.9,29184,16435,27.2,14447,58.0
1026,Fayette,KY,11.7,21.1,6.2,40.1,88.6,0.3,3.8,15.0,6.9,0.1,2.4,78.3,72.3,48398,29251,18.9,310797,1042.8
1027,Fleming,KY,16.2,24.3,6.9,12.8,76.0,0.2,0.2,1.6,1.3,0.0,0.9,97.0,96.0,32495,19304,22.2,14545,41.2
1028,Floyd,KY,16.0,22.0,6.6,12.8,73.6,0.1,0.2,1.0,0.7,0.0,0.7,97.9,97.3,30476,17716,28.9,38108,100.3
1029,Franklin,KY,16.3,20.9,5.5,26.8,86.1,0.3,1.8,11.1,3.0,0.0,2.3,84.5,82.0,46071,26243,16.6,49880,237.2
1030,Fulton,KY,19.4,21.0,6.4,13.1,76.5,0.4,0.8,24.3,1.5,0.0,2.1,72.4,71.3,33582,18602,22.2,6265,33.2
1031,Gallatin,KY,12.3,25.6,6.5,8.8,75.2,0.2,0.5,1.8,5.1,0.1,1.7,95.8,91.3,43793,19020,20.7,8589,84.8
1032,Garrard,KY,16.4,22.1,5.1,15.2,80.5,0.2,0.3,2.2,2.3,0.0,1.1,96.2,94.1,44652,21341,19.1,16858,73.5
1033,Grant,KY,12.6,27.3,7.0,10.9,82.4,0.3,0.5,1.0,2.5,0.2,1.3,96.8,94.5,46159,19829,18.0,24875,95.6
1034,Graves,KY,17.2,24.4,6.5,16.9,80.8,0.4,0.5,4.7,6.0,0.1,1.8,92.5,87.0,38394,20746,18.6,37618,67.3
1035,Grayson,KY,16.2,23.8,6.3,9.5,76.0,0.3,0.3,1.2,1.4,0.0,1.1,97.2,95.9,32399,19115,23.3,26194,51.8
1036,Green,KY,19.6,20.9,5.0,12.0,76.3,0.4,0.2,2.2,1.4,0.0,1.3,95.9,94.7,34406,17984,21.9,11043,39.4
1037,Greenup,KY,19.1,21.9,5.4,15.7,82.9,0.3,0.5,1.0,1.1,0.0,1.1,97.1,96.2,44060,22035,17.9,36308,107.2
1038,Hancock,KY,16.1,25.5,6.4,11.5,86.8,0.3,0.3,1.3,1.4,0.0,1.0,97.1,95.9,51189,22686,14.2,8753,45.6
1039,Hardin,KY,12.3,25.1,6.8,20.8,88.1,0.5,2.2,12.8,5.7,0.4,3.5,80.7,76.2,48687,24147,15.8,108266,169.3
1040,Harlan,KY,16.3,22.7,7.0,10.6,71.0,0.2,0.3,2.3,0.8,0.2,1.1,95.8,95.1,25906,16257,31.3,28163,62.9
1041,Harrison,KY,16.5,23.3,5.8,14.2,80.0,0.3,0.3,2.3,2.1,0.1,1.3,95.7,93.7,36048,21424,23.1,18592,61.5
1042,Hart,KY,16.2,24.4,6.1,8.8,71.2,0.2,0.3,4.8,1.7,0.1,1.4,93.3,91.8,33408,17273,26.6,18597,44.2
1043,Henderson,KY,15.7,23.4,6.3,16.4,85.0,0.3,0.5,7.9,2.3,0.0,1.9,89.4,87.5,41940,22746,17.7,46467,105.9
1044,Henry,KY,16.0,23.9,5.8,12.8,79.5,0.4,0.3,2.9,3.2,0.1,1.8,94.6,91.7,46016,21923,17.1,15572,53.9
1045,Hickman,KY,23.6,19.8,4.1,10.3,79.0,0.2,0.4,9.2,1.2,0.0,1.5,88.7,87.6,34029,19292,18.3,4734,20.2
1046,Hopkins,KY,17.1,22.8,5.9,14.2,82.6,0.2,0.6,6.7,1.8,0.1,1.9,90.4,88.9,40891,22132,18.8,46376,86.6
1047,Jackson,KY,15.6,22.3,5.7,8.2,69.3,0.2,0.1,0.3,0.7,0.0,0.7,98.7,98.1,26156,15880,34.2,13289,39.1
1048,Jefferson,KY,14.5,22.7,6.5,30.4,88.1,0.2,2.5,21.5,4.8,0.1,2.2,73.4,69.3,46959,27925,16.7,760026,1948.1
1049,Jessamine,KY,13.4,24.8,6.7,27.4,84.6,0.3,1.2,3.5,2.9,0.0,1.8,93.1,90.5,49024,25637,16.9,50815,282.3
1050,Johnson,KY,16.1,22.6,6.5,10.2,74.2,0.2,0.4,0.5,0.7,0.0,0.9,98.0,97.5,34090,19445,24.3,23262,89.2
1051,Kenton,KY,12.7,24.5,7.1,29.1,88.8,0.3,1.2,4.9,2.9,0.1,1.9,91.5,89.2,54270,27704,13.7,163929,996.7
1052,Knott,KY,15.8,20.4,5.7,13.0,70.4,0.1,0.1,0.9,0.8,0.0,0.8,98.1,97.5,33889,18448,23.1,15892,46.5
1053,Knox,KY,16.9,23.8,6.7,10.1,67.2,0.2,0.3,1.3,1.1,0.1,1.0,97.0,96.1,24038,14367,34.7,31798,82.5
1054,Larue,KY,17.0,22.4,5.3,11.1,80.2,0.3,0.2,3.2,3.1,0.1,1.6,94.6,91.7,39753,19611,16.9,14180,54.3
1055,Laurel,KY,15.0,23.6,6.1,12.6,74.9,0.3,0.6,0.8,1.4,0.0,1.1,97.1,96.0,36570,19923,21.8,60015,135.6
1056,Lawrence,KY,15.9,23.1,6.5,10.8,72.9,0.1,0.2,0.4,0.7,0.0,1.0,98.3,97.7,33525,17960,27.0,15804,38.2
1057,Lee,KY,15.0,19.0,4.8,5.6,70.5,0.4,0.1,2.6,1.1,0.0,1.0,95.9,95.0,22920,13969,37.2,7594,37.8
1058,Leslie,KY,16.2,21.6,6.4,7.3,63.1,0.1,0.2,0.3,0.4,0.0,0.8,98.5,98.1,29293,16424,22.6,10918,28.2
1059,Letcher,KY,16.7,21.6,5.9,11.5,74.8,0.2,0.2,0.6,0.7,0.0,0.6,98.5,97.8,31200,17886,25.3,23359,72.6
1060,Lewis,KY,16.6,22.9,6.3,10.6,73.9,0.2,0.1,0.4,0.7,0.0,0.7,98.6,97.9,28388,16132,29.1,13880,28.7
1061,Lincoln,KY,16.7,23.7,6.2,9.6,76.8,0.2,0.2,2.4,1.5,0.0,1.4,95.8,94.4,33651,17420,25.4,24445,74.1
1062,Livingston,KY,19.9,20.5,5.6,11.3,82.3,0.4,0.5,0.6,1.5,0.1,1.2,97.3,96.1,40313,19795,16.9,9359,30.4
1063,Logan,KY,17.2,24.2,6.4,13.3,76.3,0.4,0.3,6.7,2.8,0.1,1.8,90.7,88.4,36590,19143,21.2,26867,48.6
1064,Lyon,KY,23.4,15.3,4.0,13.3,83.5,0.2,0.3,5.7,1.6,0.0,1.3,92.5,91.0,40112,22123,16.8,8430,38.9
1065,McCracken,KY,18.2,21.9,5.9,22.5,86.9,0.3,1.0,10.9,2.4,0.0,2.2,85.6,83.6,44898,25957,16.2,65316,263.6
1066,McCreary,KY,14.0,22.2,6.3,7.3,69.8,0.8,0.2,5.8,2.4,0.1,1.5,91.7,89.9,20972,11818,30.3,17863,42.9
1067,McLean,KY,18.6,23.7,6.5,10.3,80.0,0.3,0.2,0.9,1.3,0.0,0.9,97.7,96.6,38833,19984,18.8,9478,37.8
1068,Madison,KY,12.7,21.1,5.7,28.0,85.2,0.3,1.1,4.7,2.3,0.1,1.9,91.9,90.0,42312,21800,21.4,87340,189.6
1069,Magoffin,KY,14.8,22.9,5.6,8.9,65.6,0.3,0.1,0.3,0.8,0.0,0.7,98.6,97.9,26877,15118,28.6,12913,43.2
1070,Marion,KY,14.8,23.7,6.2,12.5,81.8,0.2,0.9,8.4,2.4,0.0,1.5,89.0,86.8,38719,18865,17.0,20007,57.8
1071,Marshall,KY,21.1,20.1,5.1,15.3,85.1,0.2,0.4,0.4,1.4,0.0,0.9,98.1,96.8,43907,22381,11.6,30953,104.4
1072,Martin,KY,13.3,20.6,5.4,7.5,71.5,0.4,0.2,7.2,3.2,0.0,0.6,91.6,88.5,26261,15525,35.1,12537,56.3
1073,Mason,KY,16.8,23.6,6.5,14.8,80.2,0.3,0.6,6.6,1.5,0.0,1.8,90.7,89.5,41137,23347,19.3,17166,72.8
1074,Meade,KY,12.3,24.5,5.7,12.7,86.3,0.7,1.0,3.9,4.3,0.2,2.5,91.8,88.3,46756,20898,16.9,29139,93.6
1075,Menifee,KY,18.2,20.4,5.3,12.1,72.3,0.2,0.2,2.8,1.0,0.0,1.3,95.6,94.8,29108,15942,27.5,6287,31.0
1076,Mercer,KY,18.1,22.1,6.0,18.9,83.9,0.3,0.5,3.9,2.5,0.1,1.8,93.3,91.3,45396,24138,16.8,21319,85.7
1077,Metcalfe,KY,17.6,23.6,6.7,8.6,69.4,0.2,0.2,1.9,1.6,0.0,0.9,96.7,95.3,31750,17171,20.0,9990,34.9
1078,Monroe,KY,18.4,22.4,5.8,12.0,73.2,0.1,0.1,2.3,3.1,0.0,1.1,96.4,93.4,29808,16656,25.2,10704,33.3
1079,Montgomery,KY,14.8,24.2,6.8,14.6,78.7,0.2,0.4,3.0,2.6,0.0,1.2,95.2,93.1,37312,20436,25.0,27474,134.3
1080,Morgan,KY,14.6,18.8,4.6,11.5,70.7,0.3,0.4,4.3,0.8,0.0,0.9,94.2,93.5,30658,16233,28.9,13303,36.5
1081,Muhlenberg,KY,17.8,20.9,5.3,11.3,77.9,0.2,0.3,5.0,1.4,0.0,1.1,93.4,92.2,38105,20008,20.4,31207,67.4
1082,Nelson,KY,13.5,25.0,6.7,16.6,86.8,0.2,0.6,5.3,2.1,0.1,1.5,92.3,90.6,43833,23545,18.2,44812,104.0
1083,Nicholas,KY,17.2,22.7,5.7,13.7,79.5,0.2,0.3,0.7,2.1,0.0,0.7,98.2,96.1,43081,20450,16.0,7041,36.6
1084,Ohio,KY,16.9,24.5,6.4,8.0,77.3,0.3,0.3,1.0,3.3,0.1,0.9,97.4,94.5,40830,19005,19.7,23977,40.6
1085,Oldham,KY,11.7,26.2,4.6,40.1,91.7,0.5,1.6,4.4,3.8,0.1,1.5,91.8,88.7,83391,33591,6.8,63490,322.2
1086,Owen,KY,16.6,23.2,4.9,15.9,84.1,0.3,0.2,1.0,2.4,0.0,1.0,97.5,95.3,41009,23991,16.2,10645,30.9
1087,Owsley,KY,17.8,21.0,5.7,12.4,61.4,0.3,0.1,0.5,1.0,0.0,0.7,98.4,97.4,19986,13611,37.7,4508,24.1
1088,Pendleton,KY,14.5,22.5,5.7,12.4,83.8,0.3,0.2,0.6,1.2,0.0,0.9,97.9,96.9,45480,23122,15.6,14493,53.7
1089,Perry,KY,15.4,21.5,6.6,13.5,69.0,0.2,0.5,1.7,0.8,0.0,1.2,96.4,95.7,33528,18224,25.3,27597,84.5
1090,Pike,KY,15.9,21.0,5.7,12.5,71.9,0.1,0.6,0.8,0.8,0.0,0.7,97.8,97.1,32961,19351,23.4,63034,82.6
1091,Powell,KY,14.4,23.8,6.9,11.9,71.0,0.1,0.2,0.8,1.3,0.0,0.8,98.0,96.8,26839,15174,31.7,12434,70.5
1092,Pulaski,KY,17.7,22.7,5.7,15.1,79.9,0.3,0.5,1.3,2.4,0.0,1.1,96.7,94.6,34092,20667,23.3,63825,95.8
1093,Robertson,KY,22.0,19.8,3.4,12.5,72.7,0.3,0.1,0.3,1.0,0.0,1.0,98.3,97.5,31786,17641,22.8,2197,22.8
1094,Rockcastle,KY,16.6,22.0,5.5,10.9,75.3,0.3,0.1,0.4,0.8,0.0,0.9,98.3,97.6,30674,16513,25.5,16826,53.9
1095,Rowan,KY,13.4,19.3,5.6,23.8,77.1,0.2,0.8,1.9,1.5,0.0,1.2,96.0,94.6,35236,17094,28.6,23655,83.4
1096,Russell,KY,18.9,22.4,6.3,11.9,73.8,0.4,0.4,0.7,3.6,0.0,1.0,97.4,94.1,29721,17107,27.3,17774,69.2
1097,Scott,KY,10.7,25.8,6.8,27.9,88.0,0.3,1.1,5.8,4.2,0.0,1.8,90.9,87.3,61893,27802,12.4,51284,167.4
1098,Shelby,KY,14.0,24.1,7.1,23.8,85.0,0.5,1.0,7.7,8.7,0.2,2.0,88.6,81.0,57298,27039,12.4,44875,110.8
1099,Simpson,KY,15.8,24.1,6.3,14.8,82.9,0.3,1.0,9.7,2.0,0.0,2.0,87.0,85.3,39546,19441,20.3,17826,74.0
1100,Spencer,KY,12.4,23.8,5.2,16.6,88.2,0.4,0.4,1.8,1.8,0.1,1.2,96.2,94.6,65209,26666,7.7,17668,91.4
1101,Taylor,KY,17.3,22.1,6.3,15.1,79.6,0.2,0.8,5.2,2.2,0.1,1.7,92.0,90.0,36384,18790,21.7,25257,92.0
1102,Todd,KY,15.6,27.2,7.3,9.4,76.1,0.2,0.2,8.5,4.1,0.1,1.3,89.6,85.9,41541,17846,20.5,12520,33.3
1103,Trigg,KY,21.2,21.7,5.3,18.4,82.2,0.4,0.4,7.7,1.7,0.0,1.8,89.6,88.3,45629,25527,16.1,14142,32.5
1104,Trimble,KY,15.6,23.7,5.6,16.1,84.5,0.6,0.5,1.5,3.5,0.1,1.1,96.2,94.0,49718,22070,17.2,8786,58.1
1105,Union,KY,15.0,20.1,5.3,11.4,82.5,0.2,0.7,13.1,1.8,0.1,1.6,84.3,82.7,39125,19464,25.7,15165,43.8
1106,Warren,KY,12.0,22.5,6.3,28.4,86.6,0.3,3.2,9.4,5.1,0.2,2.2,84.7,80.3,44135,23853,19.1,120460,210.1
1107,Washington,KY,17.2,23.0,6.0,15.6,80.6,0.2,0.5,6.3,3.8,0.0,1.4,91.6,88.0,40845,19837,14.2,11959,39.4
1108,Wayne,KY,18.1,21.5,5.5,9.8,69.8,0.3,0.4,1.8,2.7,0.1,1.1,96.3,94.0,29497,16396,24.3,20486,45.4
1109,Webster,KY,16.4,23.0,6.6,8.4,77.4,0.3,0.4,4.3,4.7,0.5,1.4,93.1,89.1,41415,20337,14.8,13236,41.0
1110,Whitley,KY,15.1,23.9,6.9,13.4,73.4,0.3,0.4,0.8,1.0,0.1,1.4,97.0,96.1,29769,15960,26.0,35503,81.4
1111,Wolfe,KY,17.8,23.7,6.1,11.8,66.3,0.3,0.1,0.3,0.7,0.0,0.7,98.5,97.8,22574,14157,40.5,7214,33.1
1112,Woodford,KY,15.7,22.8,5.4,31.6,88.4,0.2,0.7,5.2,6.6,0.2,1.4,92.3,86.3,57580,29277,11.6,25563,132.1
1113,Acadia Parish,LA,13.5,26.7,7.1,10.2,72.1,0.3,0.4,18.3,2.2,0.0,1.3,79.6,77.8,37587,19910,18.7,62486,94.3
1114,Allen Parish,LA,13.3,22.5,6.2,11.1,76.6,2.5,0.8,23.2,2.1,0.0,1.7,71.7,70.2,38429,18857,16.1,25713,33.8
1115,Ascension Parish,LA,10.2,27.6,7.1,24.9,89.0,0.4,1.3,22.9,5.2,0.1,1.2,74.1,69.5,69070,28178,12.3,117029,369.7
1116,Assumption Parish,LA,15.2,22.9,5.7,9.7,71.3,0.6,0.4,29.9,2.6,0.1,0.9,68.2,66.0,46116,21743,18.7,23034,69.2
1117,Avoyelles Parish,LA,15.5,23.8,6.6,9.7,70.2,1.3,0.6,29.5,1.8,0.0,1.7,66.8,65.6,33942,18006,22.6,41145,50.5
1118,Beauregard Parish,LA,14.4,24.9,6.8,15.0,84.6,1.2,0.7,13.5,3.6,0.1,2.6,82.0,79.4,46385,22509,16.8,36198,30.8
1119,Bienville Parish,LA,19.1,23.1,6.3,11.1,79.9,0.4,0.3,41.8,1.6,0.0,1.4,56.1,54.9,31543,18958,26.9,13885,17.7
1120,Bossier Parish,LA,12.8,25.3,7.4,25.2,87.7,0.7,1.8,21.7,6.4,0.2,2.3,73.4,67.9,53248,27429,14.3,125064,139.3
1121,Caddo Parish,LA,14.8,24.3,7.2,22.7,85.8,0.5,1.3,48.2,2.8,0.1,1.5,48.5,46.4,41053,24308,19.5,252603,290.2
1122,Calcasieu Parish,LA,13.7,24.9,6.8,19.9,84.5,0.5,1.3,25.3,3.1,0.1,1.8,71.0,68.6,43499,24355,17.4,197204,181.2
1123,Caldwell Parish,LA,16.5,22.6,5.7,8.2,74.7,0.4,0.3,17.0,2.9,0.0,1.1,81.1,78.8,39385,22782,20.2,9894,19.1
1124,Cameron Parish,LA,15.0,22.6,4.7,15.4,84.0,0.6,0.2,4.1,3.7,0.0,1.0,94.0,90.6,64574,29559,8.7,6679,5.3
1125,Catahoula Parish,LA,15.7,22.3,6.1,11.2,69.3,0.4,0.1,32.2,1.3,0.0,1.0,66.4,65.2,36165,19970,21.8,10151,14.7
1126,Claiborne Parish,LA,17.5,18.4,5.3,12.5,75.1,0.5,0.7,50.9,1.4,0.0,1.2,46.6,45.6,32996,17512,29.7,16412,22.8
1127,Concordia Parish,LA,15.2,24.6,6.5,11.3,74.2,0.3,0.3,40.7,1.2,0.0,0.8,57.9,56.9,29022,16431,31.8,20466,29.9
1128,De Soto Parish,LA,16.0,24.7,6.7,11.3,77.7,1.1,0.4,38.1,2.8,0.1,1.2,59.2,57.2,39162,21547,22.6,27142,30.4
1129,East Baton Rouge Parish,LA,12.4,22.8,6.5,34.2,88.5,0.3,3.3,46.2,3.9,0.0,1.3,48.9,45.7,48506,27505,19.2,446042,966.6
1130,East Carroll Parish,LA,13.3,24.9,7.5,9.2,65.8,0.3,0.6,67.5,2.3,0.0,1.3,30.3,28.9,25321,12055,48.0,7487,18.4
1131,East Feliciana Parish,LA,15.9,19.5,5.4,13.0,80.5,0.4,0.4,44.1,1.4,0.0,1.3,53.7,52.7,47225,22099,17.3,19813,44.7
1132,Evangeline Parish,LA,14.3,26.4,7.3,11.4,67.8,0.4,0.5,28.4,2.5,0.0,1.0,69.7,67.7,31832,18023,24.5,33700,51.3
1133,Franklin Parish,LA,16.9,25.5,7.0,11.6,70.6,0.3,0.3,32.0,1.4,0.1,1.0,66.4,65.5,31214,17752,29.9,20441,33.2
1134,Grant Parish,LA,13.8,21.7,5.7,10.2,78.8,1.1,0.5,16.0,4.7,0.0,1.8,80.6,76.6,39654,19018,17.3,22384,34.7
1135,Iberia Parish,LA,13.3,26.5,7.0,13.6,76.6,0.6,3.1,32.2,3.9,0.1,1.5,62.6,59.5,44262,22997,20.7,73913,127.6
1136,Iberville Parish,LA,13.6,21.7,6.2,12.8,76.6,0.2,0.5,49.0,2.6,0.1,0.9,49.4,47.6,45368,21177,19.2,33327,54.0
1137,Jackson Parish,LA,18.3,22.3,5.6,13.8,82.7,0.3,0.2,29.1,1.5,0.0,1.4,69.0,67.7,37388,19188,20.6,15994,28.6
1138,Jefferson Parish,LA,15.1,21.9,6.3,23.6,83.8,0.6,4.2,27.2,13.8,0.1,1.6,66.3,54.1,48261,26908,16.5,435716,1463.1
1139,Jefferson Davis Parish,LA,15.2,25.9,7.2,13.0,78.2,0.7,0.3,17.1,2.3,0.0,2.0,79.9,77.9,41622,21132,18.8,31477,48.5
1140,Lafayette Parish,LA,11.3,23.9,6.8,28.3,85.5,0.4,1.7,26.1,4.5,0.1,1.5,70.2,66.4,51462,28901,16.7,235644,824.6
1141,Lafourche Parish,LA,13.7,23.6,6.3,14.8,73.8,2.9,0.9,13.7,4.6,0.1,1.8,80.6,76.7,50572,24798,14.1,98020,90.2
1142,La Salle Parish,LA,15.9,22.9,5.9,12.9,80.1,1.2,0.2,12.5,2.5,0.0,1.0,85.0,82.9,42528,22481,14.2,14839,23.8
1143,Lincoln Parish,LA,12.3,20.3,6.0,34.4,85.1,0.4,1.7,41.6,2.7,0.1,1.2,55.0,53.0,35769,20633,30.4,47617,99.1
1144,Livingston Parish,LA,11.6,26.3,6.8,17.5,84.5,0.5,0.6,6.3,3.5,0.0,1.1,91.4,88.3,56811,25076,13.3,135751,197.5
1145,Madison Parish,LA,12.9,24.6,7.7,11.2,74.5,0.3,0.3,62.1,1.7,0.0,1.0,36.3,35.0,25498,13585,40.3,11843,19.4
1146,Morehouse Parish,LA,16.9,24.3,7.0,12.9,76.9,0.2,0.5,47.9,1.2,0.1,1.1,50.3,49.6,28585,16683,26.5,26760,35.2
1147,Natchitoches Parish,LA,15.3,23.6,6.4,21.6,81.5,1.0,0.6,41.4,2.2,0.0,2.0,54.8,53.3,33953,20802,26.0,39166,31.6
1148,Orleans Parish,LA,12.1,20.4,6.1,33.7,84.5,0.4,3.0,59.8,5.5,0.1,1.5,35.3,31.2,37146,26500,27.3,384320,2029.4
1149,Ouachita Parish,LA,13.3,25.5,7.0,22.9,84.7,0.3,1.0,37.3,2.2,0.0,1.3,60.0,58.5,38955,21917,23.2,156325,251.8
1150,Plaquemines Parish,LA,12.2,26.7,7.3,15.3,80.7,1.7,3.8,20.4,6.4,0.2,2.7,71.2,66.1,55138,25748,12.7,23447,29.5
1151,Pointe Coupee Parish,LA,18.2,23.0,6.2,14.3,81.0,0.3,0.4,35.6,2.5,0.0,1.2,62.5,60.6,45363,23742,17.7,22406,40.9
1152,Rapides Parish,LA,14.9,25.2,6.8,18.3,82.4,0.9,1.5,32.0,2.8,0.0,1.7,63.9,61.6,40930,22126,19.9,132488,99.9
1153,Red River Parish,LA,16.6,24.7,7.0,11.9,76.3,0.5,0.2,39.5,1.6,0.0,0.8,58.9,57.6,39346,21443,21.8,8669,23.4
1154,Richland Parish,LA,15.1,25.1,7.1,13.2,76.2,0.4,0.3,35.6,2.1,0.0,0.9,62.7,61.0,36835,18669,21.3,20740,37.1
1155,Sabine Parish,LA,18.5,24.4,6.8,13.0,79.9,8.7,0.3,16.9,3.8,0.0,3.7,70.3,68.2,35159,22229,21.7,24199,28.0
1156,St. Bernard Parish,LA,9.8,26.9,8.0,12.0,81.2,0.8,2.4,22.3,9.6,0.1,2.3,72.1,64.0,41353,20316,18.7,44409,95.1
1157,St. Charles Parish,LA,11.6,25.4,6.2,19.7,85.9,0.4,1.0,26.6,5.9,0.0,1.4,70.5,65.6,58758,26756,12.7,52745,189.1
1158,St. Helena Parish,LA,17.6,22.5,5.8,10.3,80.6,0.4,0.1,53.0,1.6,0.0,1.1,45.3,44.4,33143,19457,27.4,10619,27.4
1159,St. James Parish,LA,15.1,23.8,6.3,13.0,83.4,0.2,0.3,49.1,1.7,0.0,0.7,49.6,48.2,55443,24930,16.4,21638,91.5
1160,St. John the Baptist Parish,LA,12.6,25.2,6.6,14.5,80.4,0.4,0.8,55.4,5.4,0.2,1.2,42.0,37.6,50635,21335,16.1,43745,215.5
1161,St. Landry Parish,LA,14.8,27.1,7.8,13.2,76.4,0.4,0.5,41.3,1.9,0.0,1.3,56.6,55.1,35503,19387,26.8,83709,90.3
1162,St. Martin Parish,LA,13.3,24.9,6.6,13.3,77.1,0.5,0.9,30.5,2.5,0.0,1.3,66.7,64.8,42186,22164,18.2,53315,70.7
1163,St. Mary Parish,LA,14.5,24.6,6.8,10.8,73.2,1.9,1.8,32.6,6.4,0.1,1.9,61.7,56.5,41571,21313,21.0,53162,98.4
1164,St. Tammany Parish,LA,14.9,24.5,5.7,30.1,88.4,0.6,1.4,12.0,5.4,0.1,1.7,84.3,79.5,60799,30363,10.6,245829,276.4
1165,Tangipahoa Parish,LA,12.8,24.8,7.2,19.4,80.1,0.4,0.8,30.2,3.9,0.1,1.4,67.2,63.9,40654,21273,21.2,127049,153.0
1166,Tensas Parish,LA,19.6,25.0,5.9,10.3,74.3,0.1,0.2,54.8,1.9,0.0,1.2,43.7,42.3,27543,17175,34.3,4830,8.7
1167,Terrebonne Parish,LA,12.6,25.6,7.0,13.4,75.1,5.7,1.1,19.0,4.9,0.1,2.3,71.7,67.6,49960,24114,17.1,113328,90.8
1168,Union Parish,LA,18.4,22.6,6.2,13.1,82.0,0.5,0.2,26.2,4.4,0.1,0.8,72.3,68.7,35828,19412,27.9,22539,25.9
1169,Vermilion Parish,LA,13.9,26.5,6.9,12.6,75.4,0.4,2.4,14.7,3.2,0.0,1.4,81.1,78.3,44665,22589,17.1,59616,49.4
1170,Vernon Parish,LA,10.5,26.6,8.9,18.8,86.4,1.7,2.0,14.8,9.6,0.5,3.6,77.5,69.8,46572,21396,13.5,52132,39.4
1171,Washington Parish,LA,16.3,24.1,6.3,11.2,77.1,0.4,0.3,30.4,2.1,0.0,1.2,67.6,65.9,31778,17735,25.7,46286,70.4
1172,Webster Parish,LA,18.1,23.3,6.2,13.6,78.0,0.5,0.5,34.0,1.8,0.0,1.3,63.7,62.4,35071,19871,21.9,40333,69.5
1173,West Baton Rouge Parish,LA,12.0,24.1,6.7,18.0,83.2,0.2,0.5,38.5,2.7,0.0,1.2,59.6,57.3,50926,24838,14.6,25085,123.6
1174,West Carroll Parish,LA,17.6,24.3,5.8,9.5,71.4,0.6,0.3,16.3,3.1,0.0,1.2,81.6,79.2,33848,17980,25.0,11525,32.3
1175,West Feliciana Parish,LA,12.6,16.5,4.2,18.8,72.8,0.1,0.3,45.9,1.6,0.0,0.8,52.9,51.7,61616,21720,16.6,15406,38.8
1176,Winn Parish,LA,16.2,21.8,5.5,11.3,74.4,0.8,0.4,30.9,1.9,0.0,1.3,66.7,65.2,34322,16789,22.6,14743,16.1
1177,Androscoggin,ME,16.0,22.0,6.1,18.8,87.9,0.4,0.8,3.8,1.7,0.0,2.1,92.8,91.4,44921,24442,15.6,107440,230.2
1178,Aroostook,ME,21.3,18.7,4.7,16.7,85.1,1.9,0.5,0.8,1.1,0.1,1.3,95.4,94.5,37855,21566,16.3,69447,10.8
1179,Cumberland,ME,16.4,19.6,4.9,41.0,93.7,0.3,2.2,2.9,1.9,0.0,1.8,92.7,91.0,57461,32880,11.4,287797,337.2
1180,Franklin,ME,19.2,18.7,4.6,23.7,91.5,0.4,0.7,0.5,1.2,0.0,1.3,97.0,95.9,41626,22083,15.6,30296,18.1
1181,Hancock,ME,21.5,17.4,4.3,33.0,92.5,0.5,1.1,0.7,1.3,0.0,1.3,96.3,95.2,47460,27797,14.0,54696,34.3
1182,Kennebec,ME,17.7,19.9,5.0,24.6,91.4,0.5,0.9,0.7,1.5,0.0,1.7,96.2,94.9,46808,25770,13.4,121112,140.8
1183,Knox,ME,22.4,18.4,4.5,30.4,92.8,0.4,0.6,0.7,1.2,0.0,1.4,97.0,95.9,49755,27865,10.8,39676,108.8
1184,Lincoln,ME,25.3,17.6,4.1,33.1,93.0,0.4,0.8,0.5,1.0,0.0,1.2,97.1,96.3,50181,28070,11.7,34170,75.6
1185,Oxford,ME,19.3,19.6,4.5,18.9,89.7,0.4,0.7,0.4,1.2,0.1,1.6,96.8,95.8,40674,21441,14.9,57238,27.8
